label,pix1,pix2
0,['116' '116' '117' '117' '117' '116' '117' '116' '117' '116'],['123' '123' '121' '122' '124' '122' '122' '124' '121' '123']
0,['116' '117' '117' '117' '116' '117' '116' '117' '116' '116'],['123' '121' '122' '124' '122' '122' '124' '121' '123' '122']
0,['117' '117' '117' '116' '117' '116' '117' '116' '116' '116'],['121' '122' '124' '122' '122' '124' '121' '123' '122' '123']
0,['117' '117' '116' '117' '116' '117' '116' '116' '116' '116'],['122' '124' '122' '122' '124' '121' '123' '122' '123' '123']
0,['117' '116' '117' '116' '117' '116' '116' '116' '116' '117'],['124' '122' '122' '124' '121' '123' '122' '123' '123' '123']
0,['116' '117' '116' '117' '116' '116' '116' '116' '117' '117'],['122' '122' '124' '121' '123' '122' '123' '123' '123' '121']
1,['117' '116' '117' '116' '116' '116' '116' '117' '117' '115'],['122' '124' '121' '123' '122' '123' '123' '123' '121' '124']
1,['116' '117' '116' '116' '116' '116' '117' '117' '115' '115'],['124' '121' '123' '122' '123' '123' '123' '121' '124' '121']
1,['117' '116' '116' '116' '116' '117' '117' '115' '115' '116'],['121' '123' '122' '123' '123' '123' '121' '124' '121' '124']
1,['116' '116' '116' '116' '117' '117' '115' '115' '116' '116'],['123' '122' '123' '123' '123' '121' '124' '121' '124' '121']
1,['116' '116' '116' '117' '117' '115' '115' '116' '116' '116'],['122' '123' '123' '123' '121' '124' '121' '124' '121' '123']
1,['116' '116' '117' '117' '115' '115' '116' '116' '116' '117'],['123' '123' '123' '121' '124' '121' '124' '121' '123' '122']
0,['116' '117' '117' '115' '115' '116' '116' '116' '117' '116'],['123' '123' '121' '124' '121' '124' '121' '123' '122' '121']
0,['117' '117' '115' '115' '116' '116' '116' '117' '116' '116'],['123' '121' '124' '121' '124' '121' '123' '122' '121' '123']
0,['117' '115' '115' '116' '116' '116' '117' '116' '116' '117'],['121' '124' '121' '124' '121' '123' '122' '121' '123' '123']
0,['115' '115' '116' '116' '116' '117' '116' '116' '117' '117'],['124' '121' '124' '121' '123' '122' '121' '123' '123' '121']
0,['115' '116' '116' '116' '117' '116' '116' '117' '117' '115'],['121' '124' '121' '123' '122' '121' '123' '123' '121' '123']
0,['116' '116' '116' '117' '116' '116' '117' '117' '115' '116'],['124' '121' '123' '122' '121' '123' '123' '121' '123' '122']
0,['116' '116' '117' '116' '116' '117' '117' '115' '116' '116'],['121' '123' '122' '121' '123' '123' '121' '123' '122' '123']
0,['116' '117' '116' '116' '117' '117' '115' '116' '116' '116'],['123' '122' '121' '123' '123' '121' '123' '122' '123' '124']
0,['117' '116' '116' '117' '117' '115' '116' '116' '116' '115'],['122' '121' '123' '123' '121' '123' '122' '123' '124' '124']
0,['116' '116' '117' '117' '115' '116' '116' '116' '115' '116'],['121' '123' '123' '121' '123' '122' '123' '124' '124' '121']
0,['116' '117' '117' '115' '116' '116' '116' '115' '116' '116'],['123' '123' '121' '123' '122' '123' '124' '124' '121' '123']
0,['117' '117' '115' '116' '116' '116' '115' '116' '116' '116'],['123' '121' '123' '122' '123' '124' '124' '121' '123' '123']
0,['117' '115' '116' '116' '116' '115' '116' '116' '116' '116'],['121' '123' '122' '123' '124' '124' '121' '123' '123' '123']
0,['115' '116' '116' '116' '115' '116' '116' '116' '116' '116'],['123' '122' '123' '124' '124' '121' '123' '123' '123' '121']
0,['116' '116' '116' '115' '116' '116' '116' '116' '116' '116'],['122' '123' '124' '124' '121' '123' '123' '123' '121' '124']
0,['116' '116' '115' '116' '116' '116' '116' '116' '116' '116'],['123' '124' '124' '121' '123' '123' '123' '121' '124' '121']
0,['116' '115' '116' '116' '116' '116' '116' '116' '116' '115'],['124' '124' '121' '123' '123' '123' '121' '124' '121' '123']
0,['115' '116' '116' '116' '116' '116' '116' '116' '115' '115'],['124' '121' '123' '123' '123' '121' '124' '121' '123' '121']
0,['116' '116' '116' '116' '116' '116' '116' '115' '115' '116'],['121' '123' '123' '123' '121' '124' '121' '123' '121' '123']
0,['116' '116' '116' '116' '116' '116' '115' '115' '116' '116'],['123' '123' '123' '121' '124' '121' '123' '121' '123' '123']
0,['116' '116' '116' '116' '116' '115' '115' '116' '116' '116'],['123' '123' '121' '124' '121' '123' '121' '123' '123' '123']
0,['116' '116' '116' '116' '115' '115' '116' '116' '116' '116'],['123' '121' '124' '121' '123' '121' '123' '123' '123' '124']
0,['116' '116' '116' '115' '115' '116' '116' '116' '116' '115'],['121' '124' '121' '123' '121' '123' '123' '123' '124' '122']
0,['116' '116' '115' '115' '116' '116' '116' '116' '115' '117'],['124' '121' '123' '121' '123' '123' '123' '124' '122' '124']
0,['116' '115' '115' '116' '116' '116' '116' '115' '117' '116'],['121' '123' '121' '123' '123' '123' '124' '122' '124' '122']
0,['115' '115' '116' '116' '116' '116' '115' '117' '116' '116'],['123' '121' '123' '123' '123' '124' '122' '124' '122' '124']
0,['115' '116' '116' '116' '116' '115' '117' '116' '116' '116'],['121' '123' '123' '123' '124' '122' '124' '122' '124' '122']
0,['116' '116' '116' '116' '115' '117' '116' '116' '116' '115'],['123' '123' '123' '124' '122' '124' '122' '124' '122' '124']
0,['116' '116' '116' '115' '117' '116' '116' '116' '115' '116'],['123' '123' '124' '122' '124' '122' '124' '122' '124' '120']
0,['116' '116' '115' '117' '116' '116' '116' '115' '116' '116'],['123' '124' '122' '124' '122' '124' '122' '124' '120' '123']
0,['116' '115' '117' '116' '116' '116' '115' '116' '116' '115'],['124' '122' '124' '122' '124' '122' '124' '120' '123' '123']
0,['115' '117' '116' '116' '116' '115' '116' '116' '115' '115'],['122' '124' '122' '124' '122' '124' '120' '123' '123' '122']
0,['117' '116' '116' '116' '115' '116' '116' '115' '115' '116'],['124' '122' '124' '122' '124' '120' '123' '123' '122' '122']
0,['116' '116' '116' '115' '116' '116' '115' '115' '116' '116'],['122' '124' '122' '124' '120' '123' '123' '122' '122' '122']
0,['116' '116' '115' '116' '116' '115' '115' '116' '116' '115'],['124' '122' '124' '120' '123' '123' '122' '122' '122' '122']
0,['116' '115' '116' '116' '115' '115' '116' '116' '115' '116'],['122' '124' '120' '123' '123' '122' '122' '122' '122' '123']
0,['115' '116' '116' '115' '115' '116' '116' '115' '116' '117'],['124' '120' '123' '123' '122' '122' '122' '122' '123' '124']
0,['116' '116' '115' '115' '116' '116' '115' '116' '117' '116'],['120' '123' '123' '122' '122' '122' '122' '123' '124' '122']
0,['116' '115' '115' '116' '116' '115' '116' '117' '116' '117'],['123' '123' '122' '122' '122' '122' '123' '124' '122' '123']
0,['115' '115' '116' '116' '115' '116' '117' '116' '117' '115'],['123' '122' '122' '122' '122' '123' '124' '122' '123' '121']
0,['115' '116' '116' '115' '116' '117' '116' '117' '115' '115'],['122' '122' '122' '122' '123' '124' '122' '123' '121' '121']
0,['116' '116' '115' '116' '117' '116' '117' '115' '115' '117'],['122' '122' '122' '123' '124' '122' '123' '121' '121' '123']
0,['116' '115' '116' '117' '116' '117' '115' '115' '117' '115'],['122' '122' '123' '124' '122' '123' '121' '121' '123' '121']
0,['115' '116' '117' '116' '117' '115' '115' '117' '115' '115'],['122' '123' '124' '122' '123' '121' '121' '123' '121' '124']
0,['116' '117' '116' '117' '115' '115' '117' '115' '115' '116'],['123' '124' '122' '123' '121' '121' '123' '121' '124' '123']
0,['117' '116' '117' '115' '115' '117' '115' '115' '116' '115'],['124' '122' '123' '121' '121' '123' '121' '124' '123' '123']
0,['116' '117' '115' '115' '117' '115' '115' '116' '115' '116'],['122' '123' '121' '121' '123' '121' '124' '123' '123' '123']
0,['117' '115' '115' '117' '115' '115' '116' '115' '116' '114'],['123' '121' '121' '123' '121' '124' '123' '123' '123' '122']
0,['115' '115' '117' '115' '115' '116' '115' '116' '114' '116'],['121' '121' '123' '121' '124' '123' '123' '123' '122' '123']
0,['115' '117' '115' '115' '116' '115' '116' '114' '116' '115'],['121' '123' '121' '124' '123' '123' '123' '122' '123' '122']
0,['117' '115' '115' '116' '115' '116' '114' '116' '115' '116'],['123' '121' '124' '123' '123' '123' '122' '123' '122' '123']
0,['115' '115' '116' '115' '116' '114' '116' '115' '116' '117'],['121' '124' '123' '123' '123' '122' '123' '122' '123' '122']
0,['115' '116' '115' '116' '114' '116' '115' '116' '117' '117'],['124' '123' '123' '123' '122' '123' '122' '123' '122' '123']
0,['116' '115' '116' '114' '116' '115' '116' '117' '117' '116'],['123' '123' '123' '122' '123' '122' '123' '122' '123' '121']
0,['115' '116' '114' '116' '115' '116' '117' '117' '116' '115'],['123' '123' '122' '123' '122' '123' '122' '123' '121' '123']
0,['116' '114' '116' '115' '116' '117' '117' '116' '115' '114'],['123' '122' '123' '122' '123' '122' '123' '121' '123' '123']
0,['114' '116' '115' '116' '117' '117' '116' '115' '114' '115'],['122' '123' '122' '123' '122' '123' '121' '123' '123' '123']
0,['116' '115' '116' '117' '117' '116' '115' '114' '115' '116'],['123' '122' '123' '122' '123' '121' '123' '123' '123' '123']
0,['115' '116' '117' '117' '116' '115' '114' '115' '116' '116'],['122' '123' '122' '123' '121' '123' '123' '123' '123' '123']
0,['116' '117' '117' '116' '115' '114' '115' '116' '116' '116'],['123' '122' '123' '121' '123' '123' '123' '123' '123' '123']
0,['117' '117' '116' '115' '114' '115' '116' '116' '116' '115'],['122' '123' '121' '123' '123' '123' '123' '123' '123' '123']
0,['117' '116' '115' '114' '115' '116' '116' '116' '115' '116'],['123' '121' '123' '123' '123' '123' '123' '123' '123' '122']
0,['116' '115' '114' '115' '116' '116' '116' '115' '116' '117'],['121' '123' '123' '123' '123' '123' '123' '123' '122' '123']
0,['115' '114' '115' '116' '116' '116' '115' '116' '117' '116'],['123' '123' '123' '123' '123' '123' '123' '122' '123' '121']
0,['114' '115' '116' '116' '116' '115' '116' '117' '116' '114'],['123' '123' '123' '123' '123' '123' '122' '123' '121' '121']
0,['115' '116' '116' '116' '115' '116' '117' '116' '114' '117'],['123' '123' '123' '123' '123' '122' '123' '121' '121' '122']
0,['116' '116' '116' '115' '116' '117' '116' '114' '117' '115'],['123' '123' '123' '123' '122' '123' '121' '121' '122' '122']
0,['116' '116' '115' '116' '117' '116' '114' '117' '115' '115'],['123' '123' '123' '122' '123' '121' '121' '122' '122' '120']
0,['116' '115' '116' '117' '116' '114' '117' '115' '115' '117'],['123' '123' '122' '123' '121' '121' '122' '122' '120' '123']
0,['115' '116' '117' '116' '114' '117' '115' '115' '117' '116'],['123' '122' '123' '121' '121' '122' '122' '120' '123' '122']
0,['116' '117' '116' '114' '117' '115' '115' '117' '116' '115'],['122' '123' '121' '121' '122' '122' '120' '123' '122' '122']
0,['117' '116' '114' '117' '115' '115' '117' '116' '115' '115'],['123' '121' '121' '122' '122' '120' '123' '122' '122' '124']
0,['116' '114' '117' '115' '115' '117' '116' '115' '115' '116'],['121' '121' '122' '122' '120' '123' '122' '122' '124' '121']
0,['114' '117' '115' '115' '117' '116' '115' '115' '116' '114'],['121' '122' '122' '120' '123' '122' '122' '124' '121' '123']
0,['117' '115' '115' '117' '116' '115' '115' '116' '114' '116'],['122' '122' '120' '123' '122' '122' '124' '121' '123' '123']
0,['115' '115' '117' '116' '115' '115' '116' '114' '116' '114'],['122' '120' '123' '122' '122' '124' '121' '123' '123' '121']
0,['115' '117' '116' '115' '115' '116' '114' '116' '114' '116'],['120' '123' '122' '122' '124' '121' '123' '123' '121' '122']
0,['117' '116' '115' '115' '116' '114' '116' '114' '116' '115'],['123' '122' '122' '124' '121' '123' '123' '121' '122' '123']
0,['116' '115' '115' '116' '114' '116' '114' '116' '115' '116'],['122' '122' '124' '121' '123' '123' '121' '122' '123' '123']
0,['115' '115' '116' '114' '116' '114' '116' '115' '116' '116'],['122' '124' '121' '123' '123' '121' '122' '123' '123' '122']
0,['115' '116' '114' '116' '114' '116' '115' '116' '116' '118'],['124' '121' '123' '123' '121' '122' '123' '123' '122' '123']
0,['116' '114' '116' '114' '116' '115' '116' '116' '118' '114'],['121' '123' '123' '121' '122' '123' '123' '122' '123' '121']
0,['114' '116' '114' '116' '115' '116' '116' '118' '114' '116'],['123' '123' '121' '122' '123' '123' '122' '123' '121' '123']
0,['116' '114' '116' '115' '116' '116' '118' '114' '116' '115'],['123' '121' '122' '123' '123' '122' '123' '121' '123' '123']
0,['114' '116' '115' '116' '116' '118' '114' '116' '115' '117'],['121' '122' '123' '123' '122' '123' '121' '123' '123' '122']
0,['116' '115' '116' '116' '118' '114' '116' '115' '117' '116'],['122' '123' '123' '122' '123' '121' '123' '123' '122' '122']
0,['115' '116' '116' '118' '114' '116' '115' '117' '116' '118'],['123' '123' '122' '123' '121' '123' '123' '122' '122' '123']
0,['116' '116' '118' '114' '116' '115' '117' '116' '118' '117'],['123' '122' '123' '121' '123' '123' '122' '122' '123' '124']
0,['116' '118' '114' '116' '115' '117' '116' '118' '117' '116'],['122' '123' '121' '123' '123' '122' '122' '123' '124' '123']
0,['118' '114' '116' '115' '117' '116' '118' '117' '116' '116'],['123' '121' '123' '123' '122' '122' '123' '124' '123' '123']
0,['114' '116' '115' '117' '116' '118' '117' '116' '116' '116'],['121' '123' '123' '122' '122' '123' '124' '123' '123' '123']
0,['116' '115' '117' '116' '118' '117' '116' '116' '116' '116'],['123' '123' '122' '122' '123' '124' '123' '123' '123' '122']
0,['115' '117' '116' '118' '117' '116' '116' '116' '116' '116'],['123' '122' '122' '123' '124' '123' '123' '123' '122' '121']
0,['117' '116' '118' '117' '116' '116' '116' '116' '116' '116'],['122' '122' '123' '124' '123' '123' '123' '122' '121' '122']
0,['116' '118' '117' '116' '116' '116' '116' '116' '116' '115'],['122' '123' '124' '123' '123' '123' '122' '121' '122' '123']
0,['118' '117' '116' '116' '116' '116' '116' '116' '115' '117'],['123' '124' '123' '123' '123' '122' '121' '122' '123' '121']
0,['117' '116' '116' '116' '116' '116' '116' '115' '117' '115'],['124' '123' '123' '123' '122' '121' '122' '123' '121' '122']
0,['116' '116' '116' '116' '116' '116' '115' '117' '115' '118'],['123' '123' '123' '122' '121' '122' '123' '121' '122' '123']
0,['116' '116' '116' '116' '116' '115' '117' '115' '118' '116'],['123' '123' '122' '121' '122' '123' '121' '122' '123' '123']
0,['116' '116' '116' '116' '115' '117' '115' '118' '116' '114'],['123' '122' '121' '122' '123' '121' '122' '123' '123' '122']
0,['116' '116' '116' '115' '117' '115' '118' '116' '114' '116'],['122' '121' '122' '123' '121' '122' '123' '123' '122' '122']
0,['116' '116' '115' '117' '115' '118' '116' '114' '116' '117'],['121' '122' '123' '121' '122' '123' '123' '122' '122' '123']
0,['116' '115' '117' '115' '118' '116' '114' '116' '117' '113'],['122' '123' '121' '122' '123' '123' '122' '122' '123' '121']
0,['115' '117' '115' '118' '116' '114' '116' '117' '113' '117'],['123' '121' '122' '123' '123' '122' '122' '123' '121' '123']
0,['117' '115' '118' '116' '114' '116' '117' '113' '117' '116'],['121' '122' '123' '123' '122' '122' '123' '121' '123' '123']
0,['115' '118' '116' '114' '116' '117' '113' '117' '116' '115'],['122' '123' '123' '122' '122' '123' '121' '123' '123' '123']
0,['118' '116' '114' '116' '117' '113' '117' '116' '115' '116'],['123' '123' '122' '122' '123' '121' '123' '123' '123' '124']
0,['116' '114' '116' '117' '113' '117' '116' '115' '116' '116'],['123' '122' '122' '123' '121' '123' '123' '123' '124' '123']
0,['114' '116' '117' '113' '117' '116' '115' '116' '116' '116'],['122' '122' '123' '121' '123' '123' '123' '124' '123' '123']
0,['116' '117' '113' '117' '116' '115' '116' '116' '116' '115'],['122' '123' '121' '123' '123' '123' '124' '123' '123' '123']
0,['117' '113' '117' '116' '115' '116' '116' '116' '115' '117'],['123' '121' '123' '123' '123' '124' '123' '123' '123' '121']
0,['113' '117' '116' '115' '116' '116' '116' '115' '117' '116'],['121' '123' '123' '123' '124' '123' '123' '123' '121' '123']
0,['117' '116' '115' '116' '116' '116' '115' '117' '116' '116'],['123' '123' '123' '124' '123' '123' '123' '121' '123' '122']
0,['116' '115' '116' '116' '116' '115' '117' '116' '116' '115'],['123' '123' '124' '123' '123' '123' '121' '123' '122' '123']
0,['115' '116' '116' '116' '115' '117' '116' '116' '115' '116'],['123' '124' '123' '123' '123' '121' '123' '122' '123' '123']
0,['116' '116' '116' '115' '117' '116' '116' '115' '116' '116'],['124' '123' '123' '123' '121' '123' '122' '123' '123' '123']
0,['116' '116' '115' '117' '116' '116' '115' '116' '116' '117'],['123' '123' '123' '121' '123' '122' '123' '123' '123' '121']
0,['116' '115' '117' '116' '116' '115' '116' '116' '117' '116'],['123' '123' '121' '123' '122' '123' '123' '123' '121' '121']
0,['115' '117' '116' '116' '115' '116' '116' '117' '116' '117'],['123' '121' '123' '122' '123' '123' '123' '121' '121' '123']
0,['117' '116' '116' '115' '116' '116' '117' '116' '117' '114'],['121' '123' '122' '123' '123' '123' '121' '121' '123' '122']
0,['116' '116' '115' '116' '116' '117' '116' '117' '114' '117'],['123' '122' '123' '123' '123' '121' '121' '123' '122' '121']
0,['116' '115' '116' '116' '117' '116' '117' '114' '117' '115'],['122' '123' '123' '123' '121' '121' '123' '122' '121' '122']
0,['115' '116' '116' '117' '116' '117' '114' '117' '115' '115'],['123' '123' '123' '121' '121' '123' '122' '121' '122' '124']
0,['116' '116' '117' '116' '117' '114' '117' '115' '115' '116'],['123' '123' '121' '121' '123' '122' '121' '122' '124' '123']
0,['116' '117' '116' '117' '114' '117' '115' '115' '116' '116'],['123' '121' '121' '123' '122' '121' '122' '124' '123' '123']
0,['117' '116' '117' '114' '117' '115' '115' '116' '116' '115'],['121' '121' '123' '122' '121' '122' '124' '123' '123' '123']
0,['116' '117' '114' '117' '115' '115' '116' '116' '115' '115'],['121' '123' '122' '121' '122' '124' '123' '123' '123' '123']
0,['117' '114' '117' '115' '115' '116' '116' '115' '115' '116'],['123' '122' '121' '122' '124' '123' '123' '123' '123' '123']
0,['114' '117' '115' '115' '116' '116' '115' '115' '116' '114'],['122' '121' '122' '124' '123' '123' '123' '123' '123' '124']
